"Drugs","MOA","Target","Phase","pert_id","moa_brd","moa_final","moa_manual"
"propentofylline","adenosine reuptake inhibitor, phosphodiesterase inhibitor","PDE1A","Launched","BRD-K59273480","adenosine reuptake inhibitor, phosphodiesterase inhibitor","adenosine reuptake inhibitor, phosphodiesterase inhibitor",NA
"propyl-beta-carboline-3-carboxylate",NA,NA,NA,NA,NA,NA,NA
"proscillaridin-a","","","Launched","BRD-K11451237","Unknown","",NA
"prostaglandin-a1",NA,NA,NA,"BRD-K04010869","Unknown","Unknown",NA
"protein-tyrosine-phosphatase-inhibitor-iv",NA,NA,NA,"BRD-K02581333","Unknown","Unknown",NA
"prothionamide",NA,NA,NA,"BRD-K97863768","Unknown","antibiotic","antibiotic"
"protriptyline hydrochloride","tricyclic antidepressant","SLC6A2, SLC6A4","Launched","BRD-K42098891","tricyclic antidepressant","tricyclic antidepressant",NA
"prozac",NA,NA,NA,NA,NA,NA,NA
"prunetin",NA,NA,NA,"BRD-K57546357","Unknown","Unknown",NA
"psb-06126","NTPDase inhibitor","ENTPD3","Preclinical","BRD-K71266197","NTPDase inhibitor","NTPDase inhibitor",NA
"psb-11","adenosine receptor antagonist","ADORA1, ADORA2A, ADORA3","Preclinical","BRD-K10177585","adenosine receptor antagonist","adenosine receptor antagonist",NA
"psb-36","adenosine receptor antagonist","ADORA1, ADORA2A, ADORA2B, ADORA3","Preclinical","BRD-A70407468","adenosine receptor antagonist","adenosine receptor antagonist",NA
"psh-003",NA,NA,NA,"BRD-K61923775","Unknown","Unknown",NA
"psh-008",NA,NA,NA,"BRD-K90207583","Unknown","Unknown",NA
"psh-013",NA,NA,NA,"BRD-K54568510","Unknown","Unknown",NA
"psh-021",NA,NA,NA,"BRD-K59429476","Unknown","Unknown",NA
"psh-023",NA,NA,NA,"BRD-K95934080","Unknown","Unknown",NA
"psh-024",NA,NA,NA,"BRD-K79522882","Unknown","Unknown",NA
"psh-025",NA,NA,NA,"BRD-K84284996","Unknown","Unknown",NA
"psh-026",NA,NA,NA,"BRD-K82566177","Unknown","Unknown",NA
"psh-028",NA,NA,NA,"BRD-K65741250","Unknown","Unknown",NA
"psoromic-acid",NA,NA,NA,"BRD-K04170657","Unknown","Unknown",NA
"pt-630",NA,NA,NA,"BRD-A73680854","Unknown","Unknown",NA
"ptb1",NA,NA,NA,"BRD-K16554956","Unknown","Unknown",NA
"pterostilbene","cyclooxygenase inhibitor, PPAR receptor agonist","PTGS2","Phase 2/Phase 3","BRD-K92870997","cyclooxygenase inhibitor, PPAR receptor agonist","cyclooxygenase inhibitor, PPAR receptor agonist",NA
"purmorphamine","smoothened receptor agonist","SMO","Preclinical","BRD-K73397362","smoothened receptor agonist","smoothened receptor agonist",NA
"puromycin dihydrochloride","protein synthesis inhibitor","NHP2L1, RPL10L, RPL11, RPL13A, RPL15, RPL19, RPL23, RPL23A, RPL26L1, RPL3, RPL37, RPL8, RSL24D1","Preclinical","BRD-A28970875","protein synthesis inhibitor","protein synthesis inhibitor",NA
"puromycin hydrochloride","protein synthesis inhibitor","NHP2L1, RPL10L, RPL11, RPL13A, RPL15, RPL19, RPL23, RPL23A, RPL26L1, RPL3, RPL37, RPL8, RSL24D1","Preclinical","BRD-A28970875","protein synthesis inhibitor","protein synthesis inhibitor",NA
"purvalanol-a","CDK inhibitor","CDK1, CDK2, CDK4, CDK5, CSNK1G3, RPS6KA1, SRC","Preclinical","BRD-K50836978","CDK inhibitor","CDK inhibitor",NA
"px-12","thioredoxin inhibitor","CNR1, TXN","Phase 2","BRD-A56592690","thioredoxin inhibitor","thioredoxin inhibitor",NA
"py 7715",NA,NA,NA,NA,NA,NA,NA
"pyrantel tartrate","acetylcholine receptor agonist, nicotinic receptor agonist","","Launched","BRD-K63072637","nicotinic receptor agonist","acetylcholine receptor agonist, nicotinic receptor agonist",NA
"pyrazolanthrone","JNK inhibitor","MAPK10, MAPK8, MAPK8IP1, MAPK9, TTK","Preclinical","BRD-K01567962","JNK inhibitor","JNK inhibitor",NA
"pyrimethamine","dihydrofolate reductase inhibitor","DHFR, SLC47A1","Launched","BRD-K88429204","dihydrofolate reductase inhibitor","dihydrofolate reductase inhibitor",NA
"pyrrolidinedithiocarbamate ammonium",NA,NA,NA,NA,NA,NA,NA
"pyrvinium-pamoate","androgen receptor antagonist","AR","Launched","BRD-M86331534","androgen receptor antagonist","androgen receptor antagonist",NA
"pz0004",NA,NA,NA,NA,NA,NA,NA
"pz0005",NA,NA,NA,NA,NA,NA,NA
"pz0013",NA,NA,NA,NA,NA,NA,NA
"ql-x-138",NA,NA,NA,"BRD-U33728988","Unknown","BTK/MNK dual inhibitor","BTK/MNK dual inhibitor"
"ql-xi-92",NA,NA,NA,"BRD-U73238814","Unknown","Unknown",NA
"ql-xii-47",NA,NA,NA,"BRD-U86922168","Unknown","BTK inhibitor","BTK inhibitor"
"qs-11",NA,NA,NA,"BRD-K02526760","Unknown","Unknown",NA
"quercetin","polar auxin transport inhibitor","ATP5A1, ATP5B, ATP5C1, HCK, HIBCH, PIK3CG, PIM1, STK17B, UGT3A1","Launched","BRD-K97399794","polar auxin transport inhibitor","polar auxin transport inhibitor",NA
"quetiapine","dopamine receptor antagonist, serotonin receptor antagonist","ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD3, DRD4, DRD5, HRH1, HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR2A, HTR2C, HTR3A, HTR6, HTR7, SLC6A2","Launched","BRD-K68867920","dopamine receptor antagonist, serotonin receptor antagonist","dopamine receptor antagonist, serotonin receptor antagonist",NA
"quinidine gluconate","sodium channel blocker","KCNA5, KCNA7, KCNH1, KCNH2, KCNH5, KCNK1, KCNK6, SCN5A, SLC29A4","Launched","BRD-A64479082","sodium channel blocker","sodium channel blocker",NA
"quinidine hydrochloride monohydrate","sodium channel blocker","KCNA5, KCNA7, KCNH1, KCNH2, KCNH5, KCNK1, KCNK6, SCN5A, SLC29A4","Launched","BRD-A64479082","sodium channel blocker","sodium channel blocker",NA
"quinine hemisulfate salt monohydrate","hemozoin biocrystallization inhibitor","GP9, KCNB2, KCNN4, SLC29A4","Launched","BRD-U94846492","hemozoin biocrystallization inhibitor","hemozoin biocrystallization inhibitor","hemozoin biocrystallization inhibitor"
"quipazine dimaleate salt","serotonin receptor agonist","HTR1A, HTR1D, HTR2A, HTR2B, HTR2C, HTR3A, HTR3B, HTR6, SLC6A4","Preclinical","BRD-K77925998",NA,"serotonin receptor agonist",NA
"quizartinib","FLT3 inhibitor","CSF1R, FLT3, KIT, PDGFRA, PDGFRB, RET","Phase 3","BRD-K93918653","FLT3 inhibitor","FLT3 inhibitor",NA
"qx-222","sodium channel blocker","","Preclinical","BRD-K40782193","sodium channel blocker","sodium channel blocker",NA
"r-96544 hydrochloride","serotonin receptor antagonist","HTR2A","Preclinical","BRD-K15588452","serotonin receptor antagonist","serotonin receptor antagonist",NA
"r 59-022",NA,NA,NA,NA,NA,NA,NA
"r(-)-2,10,11-trihydroxy-n-propyl-noraporphine",NA,NA,NA,NA,NA,NA,NA
"r(-)-2,10,11-trihydroxyaporphine",NA,NA,NA,NA,NA,NA,NA
"r(-)-2,11-dihydroxy-10-methoxyaporphine",NA,NA,NA,NA,NA,NA,NA
"r(-)-n-allylnorapomorphine",NA,NA,NA,NA,NA,NA,NA
"r(-)-propylnorapomorphine",NA,NA,NA,"BRD-K13544237","Unknown","Unknown",NA
"r(-) apomorphine hydrochloride hemihydrate",NA,NA,NA,NA,NA,NA,NA
"r(+)-6-bromo-apb",NA,NA,NA,NA,NA,NA,NA
"r(+)-skf-81297",NA,NA,NA,NA,NA,NA,NA
"r2146",NA,NA,NA,NA,NA,NA,NA
"r3904",NA,NA,NA,NA,NA,NA,NA
"r406","SYK inhibitor","RET, SYK","Phase 1",NA,NA,"SYK inhibitor",NA
"racecadotril","enkephalinase inhibitor","MME","Launched","BRD-A08187463","enkephalinase inhibitor","enkephalinase inhibitor",NA
"racephedrine hydrochloride",NA,NA,NA,"BRD-A54236247","adrenergic receptor agonist","adrenergic receptor agonist",NA
"racepinephrine hcl",NA,NA,NA,NA,NA,NA,NA
"raclopride","dopamine receptor antagonist","DRD2, DRD3, HTR1A","Launched","BRD-K04111260","dopamine receptor antagonist","dopamine receptor antagonist",NA
"radicicol",NA,NA,NA,"BRD-A39996500","Unknown","HSP90 inhibitor","HSP90 inhibitor"
"raf 265",NA,NA,NA,NA,NA,"RAF inhibitor","RAF inhibitor"
"raf1 kinase inhibitor i",NA,NA,NA,NA,NA,NA,NA
"raltitrexed","thymidylate synthase inhibitor","FPGS, TYMS","Launched","BRD-K89839824","thymidylate synthase inhibitor","thymidylate synthase inhibitor",NA
"ramipril","angiotensin converting enzyme inhibitor","ACE","Launched","BRD-K05111602",NA,"angiotensin converting enzyme inhibitor",NA
"ranitidine","histamine receptor antagonist","HRH2","Launched","BRD-K14204120",NA,"histamine receptor antagonist",NA
"ranitidine hydrochloride","histamine receptor antagonist","HRH2","Launched","BRD-K70505054","histamine receptor antagonist","histamine receptor antagonist",NA
"ranolazine","sodium channel blocker","SCN10A, SCN9A","Launched","BRD-A97674275","sodium channel blocker","sodium channel blocker",NA
"rapamycin",NA,NA,NA,NA,NA,"mTOR inhibitor","mTOR inhibitor"
"rdr 01085",NA,NA,NA,NA,NA,NA,NA
"rebastinib","Bcr-Abl kinase inhibitor, TIE tyrosine kinase inhibitor, VEGFR inhibitor","ABL1, BCR, FGR, FLT3, HCK, LYN, SRC","Phase 1/Phase 2","BRD-K76694128",NA,"Bcr-Abl kinase inhibitor, TIE tyrosine kinase inhibitor, VEGFR inhibitor","Bcr-Abl kinase inhibitor, TIE tyrosine kinase inhibitor, VEGFR inhibitor"
"regorafenib","FGFR inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, RAF inhibitor, RET tyrosine kinase inhibitor, VEGFR inhibitor","ABL1, BRAF, DDR2, EPHA2, FGFR1, FGFR2, FLT1, FLT4, FRK, KDR, KIT, MAPK11, NTRK1, PDGFRA, PDGFRB, RAF1, RET, TEK","Launched",NA,NA,"FGFR inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, RAF inhibitor, RET tyrosine kinase inhibitor, VEGFR inhibitor",NA
"reichstein/c,aeos substance/c-*s",NA,NA,NA,NA,NA,NA,NA
"remacemide hydrochloride","glutamate receptor antagonist","GRIN1","Phase 3","BRD-A36074203","glutamate receptor antagonist","glutamate receptor antagonist",NA
"remoxipride hydrochloride","dopamine receptor antagonist","DRD2, DRD3, DRD4, HTR2A, SIGMAR1","Withdrawn","BRD-K54094468","dopamine receptor antagonist","dopamine receptor antagonist",NA
"reserpine","vesicular monoamine transporter inhibitor","SLC18A1, SLC18A2","Launched","BRD-K95921201","vesicular monoamine transporter inhibitor","vesicular monoamine transporter inhibitor",NA
"resveratrol","cytochrome P450 inhibitor, SIRT activator","CSNK2A1, NQO2, PTGS1, PTGS2","Launched","BRD-K80738081","cytochrome P450 inhibitor, SIRT activator","cytochrome P450 inhibitor, SIRT activator",NA
"retinoic acid",NA,NA,NA,NA,NA,"retinoid receptor agonist, retinoid receptor ligand","retinoid receptor agonist, retinoid receptor ligand"
"rev-5901","leukotriene receptor antagonist, lipoxygenase inhibitor","ALOX5","Phase 2","BRD-A68281735","leukotriene receptor antagonist, lipoxygenase inhibitor","leukotriene receptor antagonist, lipoxygenase inhibitor",NA
"rf 01079",NA,NA,NA,NA,NA,NA,NA
"rg-108",NA,NA,NA,"BRD-K89391146","DNA methyltransferase inhibitor","DNA methyltransferase inhibitor",NA
"rg-13022",NA,NA,NA,"BRD-K82688027","Unknown","Unknown",NA
"rg-14620",NA,NA,NA,"BRD-K21853356","Unknown","Unknown",NA
"rg 108",NA,NA,NA,"BRD-K89391146","DNA methyltransferase inhibitor","DNA methyltransferase inhibitor","DNA methyltransferase inhibitor"
"rhamnetin",NA,NA,NA,"BRD-K37206356","Unknown","Unknown",NA
"rhc-80267","triacylglycerol lipase inhibitor","DAGLA, DAGLB","Preclinical","BRD-K56047318","triacylglycerol lipase inhibitor","triacylglycerol lipase inhibitor",NA
"rhizocarpic-acid",NA,NA,NA,"BRD-A17016119","Unknown","Unknown",NA
"rho-kinase-inhibitor-ii",NA,NA,NA,"BRD-K46678324","Unknown","Unknown",NA
"rho kinase inhibitor iii [rockout]",NA,NA,NA,NA,NA,NA,NA
"rhodomyrtoxin",NA,NA,NA,"BRD-K13725475","Unknown","Unknown",NA
"rhodomyrtoxin-b",NA,NA,NA,"BRD-A08003242","Unknown","Unknown",NA
"ribavirin","antiviral","ADK, ENPP1, IMPDH1, IMPDH2, NT5C2","Launched","BRD-A96255180","antiviral","antiviral",NA
"riboflavine",NA,NA,NA,NA,NA,NA,NA
"ricinine",NA,NA,NA,"BRD-K82561139","Unknown","Unknown",NA
"rifabutin","protein synthesis inhibitor","","Launched","BRD-A23801136",NA,"protein synthesis inhibitor",NA
"rifampicin",NA,NA,NA,"BRD-K99912150","Unknown","Unknown",NA
"rifapentine","RNA polymerase inhibitor","CYP2C8, CYP2C9, CYP3A4","Launched","BRD-K55889443",NA,"RNA polymerase inhibitor",NA
"rifaximin","RNA synthesis inhibitor","","Launched","BRD-K89708791","RNA synthesis inhibitor","RNA synthesis inhibitor",NA
"rigosertib","cell cycle inhibitor, PLK inhibitor","PLK1","Phase 3",NA,NA,"cell cycle inhibitor, PLK inhibitor","cell cycle inhibitor, PLK inhibitor"
"rilmenidine hemifumarate","adrenergic receptor agonist, imidazoline receptor agonist","ADRA2A","Launched","BRD-M62162320",NA,"adrenergic receptor agonist, imidazoline receptor agonist",NA
"riluzole hydrochloride","glutamate inhibitor","KCNK10, KCNK2, KCNK4, KCNN4, SCN10A, SCN11A, SCN1A, SCN2A, SCN3A, SCN4A, SCN5A, SCN7A, SCN8A, SCN9A, SLC7A11","Launched","BRD-K21283037","glutamate inhibitor","glutamate inhibitor",NA
"rimcazole","sigma receptor antagonist","SIGMAR1","Phase 1","BRD-A63346720","sigma receptor antagonist","sigma receptor antagonist",NA
"rimcazole dihydrochloride","sigma receptor antagonist","SIGMAR1","Phase 1","BRD-A63346720","sigma receptor antagonist","sigma receptor antagonist",NA
"rimexolone","glucocorticoid receptor agonist","NR3C1, SERPINA6","Launched","BRD-K27218697","glucocorticoid receptor agonist","glucocorticoid receptor agonist",NA
"risperidone","dopamine receptor antagonist, serotonin receptor antagonist","ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, DRD1, DRD2, DRD3, DRD4, HRH1, HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR2A, HTR2C, HTR6, HTR7","Launched","BRD-K53857191","dopamine receptor antagonist, serotonin receptor antagonist","dopamine receptor antagonist, serotonin receptor antagonist",NA
"ritanserin","serotonin receptor antagonist","ADRA1A, ADRA1B, ADRA1D, HTR1A, HTR1B, HTR1D, HTR2A, HTR2B, HTR2C, HTR5A, HTR6, HTR7","Phase 3","BRD-K40887525","serotonin receptor antagonist","serotonin receptor antagonist",NA
"ritodrine hydrochloride","adrenergic receptor agonist","","Withdrawn","BRD-K51465424",NA,"adrenergic receptor agonist",NA
"rizatriptan benzoate","serotonin receptor agonist","HTR1A, HTR1B, HTR1D, HTR1E, HTR1F","Launched","BRD-K75699339","serotonin receptor agonist","serotonin receptor agonist",NA
"rjc 00330",NA,NA,NA,NA,NA,NA,NA
"rjc 03547",NA,NA,NA,NA,NA,NA,NA
"rjf 00360",NA,NA,NA,NA,NA,NA,NA
"rk-682",NA,NA,NA,"BRD-A77349281","Unknown","Unknown",NA
"rlm-1-127",NA,NA,NA,NA,NA,"Unknown","Unknown"
"rlm-2-12",NA,NA,NA,"BRD-K08478539","Unknown","Unknown",NA
"ro-04-5595","glutamate receptor antagonist","GRIN2B","Preclinical","BRD-A63546914","Unknown","glutamate receptor antagonist",NA
"ro-04-6790",NA,NA,NA,"BRD-K43290182","Unknown","Unknown",NA
"ro-08-2750","NGF binding inhibitor","NGF, NGFR","Preclinical","BRD-K00486786","Unknown","NGF binding inhibitor",NA
"ro-28-1675","glucokinase activator","GCK","Preclinical","BRD-K21672174","glucokinase activator","glucokinase activator","glucokinase activator"
"ro-60-0175","serotonin receptor agonist","HTR2A, HTR2B, HTR2C","Preclinical","BRD-A49370193","Unknown","serotonin receptor agonist",NA
"ro-90-7501","beta amyloid protein neurotoxicity inhibitor","APP","Preclinical","BRD-K58299615","Unknown","beta amyloid protein neurotoxicity inhibitor",NA
"ro 31-8220 mesylate",NA,NA,NA,NA,NA,NA,NA
"robustic-acid",NA,NA,NA,"BRD-K54411430","Unknown","Unknown",NA
"rocilinostat",NA,NA,NA,NA,NA,"HDAC6 inhibitor","HDAC6 inhibitor"
"rofecoxib","cyclooxygenase inhibitor","ELN, PTGS2","Withdrawn","BRD-K21733600","cyclooxygenase inhibitor","cyclooxygenase inhibitor",NA
"rolipram","phosphodiesterase inhibitor","","Phase 3","BRD-A34255068",NA,"phosphodiesterase inhibitor",NA
"rondual-kinase-inhibitor",NA,NA,NA,"BRD-K29983336","Unknown","Unknown",NA
"ropinirole hcl","dopamine receptor agonist","ADRA2A, ADRA2B, ADRA2C, DRD1, DRD2, DRD3, DRD4, DRD5, HTR1A, HTR1B, HTR1D, HTR2A, HTR2B, HTR2C","Launched","BRD-K15933101","dopamine receptor agonist","dopamine receptor agonist",NA
"roscovitine","CDK inhibitor","CDK2, CDK9","Phase 2","BRD-K07691486","CDK inhibitor","CDK inhibitor",NA
"rosiglitazone hydrochloride","insulin sensitizer, PPAR receptor agonist","FFAR1, PPARG, TRPC5, TRPM3","Withdrawn","BRD-A97437073","insulin sensitizer, PPAR receptor agonist","insulin sensitizer, PPAR receptor agonist",NA
"rosuvastatin calcium","HMGCR inhibitor","HMGCR","Launched","BRD-K82941592","HMGCR inhibitor","HMGCR inhibitor",NA
"rottlerin",NA,NA,NA,"BRD-K39256324","Unknown","Unknown",NA
"rottlerin ncgc00025228-11",NA,NA,NA,"BRD-K39256324","Unknown","PKC inhibitor","PKC inhibitor"
"roxatidine acetate hcl",NA,NA,NA,"BRD-K81855038","histamine receptor antagonist","histamine receptor antagonist",NA
"rp1782780025",NA,NA,NA,NA,NA,NA,NA
"rs-504393","CC chemokine receptor antagonist","CCL2, CCR2","Preclinical","BRD-K87510569","CC chemokine receptor antagonist","CC chemokine receptor antagonist",NA
"rs 100329 hydrochloride","adrenergic receptor antagonist","ADRA1A, ADRA1D","Preclinical","BRD-K08640512","adrenergic receptor antagonist","adrenergic receptor antagonist",NA
"rs 102895 hydrochloride","CCR antagonist","CCR2","Preclinical","BRD-K83063356","CCR antagonist","CCR antagonist",NA
"rs 17053 hydrochloride","adrenergic receptor antagonist","ADRA1A, ADRA1D","Preclinical","BRD-K76840893","adrenergic receptor antagonist","adrenergic receptor antagonist",NA
"rs 39604 hydrochloride","serotonin receptor antagonist","HTR4","Preclinical","BRD-K20742498","serotonin receptor antagonist","serotonin receptor antagonist",NA
"rs 56812 hydrochloride","serotonin receptor partial agonist","HTR3A","Preclinical","BRD-K20714604","serotonin receptor partial agonist","serotonin receptor partial agonist",NA
"rs 67333 hydrochloride","serotonin receptor partial agonist","HTR4","Preclinical","BRD-K46142322","serotonin receptor partial agonist","serotonin receptor partial agonist",NA
"rs 67506 hydrochloride","serotonin receptor partial agonist","HTR4","Preclinical","BRD-K50018155","serotonin receptor partial agonist","serotonin receptor partial agonist",NA
"ru-24969","serotonin receptor agonist","HTR1A, HTR1B, HTR1D, HTR2A, HTR2B, HTR2C, HTR5A, HTR6","Phase 1","BRD-K00234327","serotonin receptor agonist","serotonin receptor agonist",NA
"rucaparib","PARP inhibitor","PARP1, PARP2","Phase 3","BRD-K88560311","PARP inhibitor","PARP inhibitor",NA
"rutin","antioxidant, capillary stabilizing agent, nitric oxide scavenger","AKR1C3","Launched","BRD-A34907681","antioxidant, capillary stabilizing agent, nitric oxide scavenger","antioxidant, capillary stabilizing agent, nitric oxide scavenger",NA
"ruxolitinib","JAK inhibitor","JAK1, JAK2, JAK3, TYK2","Launched","BRD-K53972329","JAK inhibitor","JAK inhibitor",NA
"rwj-21757","toll-like receptor agonist","TLR7","Phase 2","BRD-A29437505","toll-like receptor agonist","toll-like receptor agonist",NA
"ryanodine",NA,NA,NA,"BRD-K69556541","Unknown","Unknown",NA
"rythmol",NA,NA,NA,NA,NA,"antiarrhythmic","antiarrhythmic"
"ryuvidine","histone lysine methyltransferase inhibitor","CDK2, CDK4","Preclinical","BRD-K06426971","histone lysine methyltransferase inhibitor","histone lysine methyltransferase inhibitor",NA
"s-250",NA,NA,NA,NA,NA,NA,NA
"s(-)-timolol",NA,NA,NA,NA,NA,NA,NA
"s(+)-terguride",NA,NA,NA,NA,NA,NA,NA
"s1005",NA,NA,NA,NA,NA,NA,NA
"s1014",NA,NA,NA,NA,NA,NA,NA
"s1017",NA,NA,NA,NA,NA,"KIT inhibitor, VEGFR inhibitor","KIT inhibitor, VEGFR inhibitor"
"s1018",NA,NA,NA,NA,NA,NA,NA
"s1022",NA,NA,NA,NA,NA,NA,NA
"s1028",NA,NA,NA,NA,NA,NA,NA
"s1030",NA,NA,NA,NA,NA,NA,NA
"s1035",NA,NA,NA,NA,NA,NA,NA
"s1039",NA,NA,NA,NA,NA,NA,NA
"s1042",NA,NA,NA,NA,NA,NA,NA
"s1043",NA,NA,NA,NA,NA,NA,NA
"s1053",NA,NA,NA,NA,NA,NA,NA
"s1057",NA,NA,NA,NA,NA,"BCL inhibitor","BCL inhibitor"
"s1064",NA,NA,NA,NA,NA,NA,NA
"s1071",NA,NA,NA,NA,NA,NA,NA
"s1080",NA,NA,NA,NA,NA,NA,NA
"s1084",NA,NA,NA,NA,NA,NA,NA
"s1085",NA,NA,NA,NA,NA,NA,NA
"s1093",NA,NA,NA,NA,NA,NA,NA
"s1095",NA,NA,NA,NA,NA,NA,NA
"s1120",NA,NA,NA,NA,NA,NA,NA
"s1130",NA,NA,NA,NA,NA,NA,NA
"s1140",NA,NA,NA,NA,NA,NA,NA
"s1142",NA,NA,NA,NA,NA,NA,NA
"s1148",NA,NA,NA,NA,NA,NA,NA
"s1152",NA,NA,NA,NA,NA,NA,NA
"s1154",NA,NA,NA,NA,NA,"Aurora kinase inhibitor","Aurora kinase inhibitor"
"s1169",NA,NA,NA,NA,NA,"PI3K inhibitor","PI3K inhibitor"
"s1170",NA,NA,NA,NA,NA,NA,NA
"s1173",NA,NA,NA,NA,NA,NA,NA
"s1174",NA,NA,NA,NA,NA,NA,NA
"s1175",NA,NA,NA,NA,NA,NA,NA
"s1176",NA,NA,NA,NA,NA,"tubulin polymerization inhibitor","tubulin polymerization inhibitor"
